Run,Env,PET_Abundance
SRR16915474,rhizosphere,1.717944385
SRR17710028,rhizosphere,1.706393644
SRR20079014,rhizosphere,1.666666667
SRR16915472,rhizosphere,1.640034826
SRR16915464,rhizosphere,1.629911852
SRR16915452,rhizosphere,1.622717188
SRR16915465,rhizosphere,1.5925784
SRR20079019,rhizosphere,1.563937443
SRR15646754,rhizosphere,1.547371689
SRR15373727,rhizosphere,1.382087629
SRR19161332,rhizosphere,1.359575127
SRR16915470,rhizosphere,1.351027757
SRR16915471,rhizosphere,1.288323981
SRR16798124,rhizosphere,1.209795322
SRR16915476,rhizosphere,1.191655912
SRR16915461,rhizosphere,1.123318847
SRR16915451,rhizosphere,1.115841205
SRR20079020,rhizosphere,1.048211898
SRR19161331,rhizosphere,1.011569608
SRR17710022,rhizosphere,0.975108767
SRR16798072,rhizosphere,0.935540429
SRR20079021,rhizosphere,0.823045267
SRR15373728,rhizosphere,0.538335361
SRR20079032,rhizosphere,0.471135496
SRR20079015,rhizosphere,0.461448598
SRR20079012,rhizosphere,0.449820072
SRR16798125,rhizosphere,0.393450635
SRR6056323,phyllosphere,50.57471264
SRR6056322,phyllosphere,47.36842105
SRR6050641,phyllosphere,42.4337232
SRR4141180,phyllosphere,28.68845034
SRR21860277,phyllosphere,25.93351464
SRR4140276,phyllosphere,25.91336241
SRR6056336,phyllosphere,24.56140351
SRR7974395,phyllosphere,19.19179062
SRR21860274,phyllosphere,19.05793319
SRR4142282,phyllosphere,18.59992109
SRR4142460,phyllosphere,17.63718241
SRR4142283,phyllosphere,16.16434485
SRR21860276,phyllosphere,15.14964262
SRR7974393,phyllosphere,14.60836585
SRR4142459,phyllosphere,13.0837032
SRR5166355,phyllosphere,12.85419094
SRR4140275,phyllosphere,12.76741597
SRR6056335,phyllosphere,12.0523416
SRR4142417,phyllosphere,10.94731983
SRR4142430,phyllosphere,10.38715968
SRR21860275,phyllosphere,9.478146968
SRR10127271,phyllosphere,9.251214135
SRR4142418,phyllosphere,8.136417571
SRR10917426,phyllosphere,6.903573468
SRR6050776,phyllosphere,5.831444491
SRR10916587,phyllosphere,4.797149123
SRR10143418,phyllosphere,4.704301075
SRR15809226,phyllosphere,4.516031913
SRR4140277,phyllosphere,3.683109145
SRR6942514,phyllosphere,2.661780548
SRR21860271,phyllosphere,1.34659066
SRR10143174,phyllosphere,0.96373672
SRR21860282,phyllosphere,0.592566517
SRR21860268,phyllosphere,0.38132662
SRR21860281,phyllosphere,0.364215791
SRR21860266,phyllosphere,0.32040941
SRR21860267,phyllosphere,0.319701994
SRR21860269,phyllosphere,0.31026445
SRR21860280,phyllosphere,0.18711704
SRR21860283,phyllosphere,0.098258099
SRR21860270,phyllosphere,0.069929102
SRR10127267,phyllosphere,0.06524943
SRR21860279,phyllosphere,0.059460628
SRR21860278,phyllosphere,0.057705685
SRR21860272,phyllosphere,0.052097263
SRR14140302,petroleum,22.71234871
SRR14140301,petroleum,19.69439961
SRR8379594,petroleum,1.690985876
SRR23135032,petroleum,1.635749801
SRR7754705,petroleum,1.397869016
ERR2828449,petroleum,0.856107234
SRR2107173,petroleum,0.512135758
SRR23135033,petroleum,0.330993445
SRR7754706,petroleum,0.279317497
SRR13492908,petroleum,0.038022235
SRR13452042,petroleum,0.026930804
SRR18502802,marinesediment,103.4202555
ERR5002005,marinesediment,62.0334562
ERR5002009,marinesediment,53.3428165
ERR5002002,marinesediment,40.38590203
SRR12893484,marinesediment,36.70899651
ERR5002003,marinesediment,31.42911826
SRR18502801,marinesediment,22.94535335
SRR12893483,marinesediment,16.62549876
ERR5002007,marinesediment,7.326314027
ERR5004404,marinesediment,6.18556701
SRR12068624,marinesediment,1.619342217
SRR23985295,marinesediment,1.511506276
SRR15039771,marinesediment,1.407683907
SRR23337892,marinesediment,1.295836788
SRR10072863,marinesediment,0.907797789
SRR10156269,marinesediment,0.813087774
SRR23985293,marinesediment,0.620584509
SRR10156267,marinesediment,0.574229692
SRR23985278,marinesediment,0.463460849
SRR23985294,marinesediment,0.383311174
SRR10072857,marinesediment,0.358252126
SRR23986797,marinesediment,0.223919834
SRR10072860,marinesediment,0.223908667
SRR10072859,marinesediment,0.220783782
SRR10072858,marinesediment,0.164653405
SRR23985142,marinesediment,0.159338744
SRR10072862,marinesediment,0.147775072
SRR21856589,marinesediment,0.065926089
SRR21856588,marinesediment,0.03982497
SRR13153329,marine,121.4438122
SRR15530470,marine,83.16916602
SRR15530479,marine,45.80669181
SRR15530465,marine,38.19292641
SRR15530474,marine,33.02633598
SRR20241980,marine,28.24384787
SRR13153330,marine,26.58371485
SRR20241919,marine,25.63119207
SRR15530471,marine,11.55941053
SRR15530467,marine,11.2641149
SRR15530476,marine,10.95772918
SRR13153270,marine,9.449468498
SRR15530472,marine,9.427628656
SRR15530468,marine,8.964373439
SRR15530473,marine,8.661170467
SRR15530466,marine,7.687306293
SRR15530475,marine,7.260309866
SRR20242106,marine,6.711409396
SRR17118850,marine,6.677740864
SRR20241689,marine,6.445073439
SRR17118861,marine,5.876623377
SRR15530469,marine,5.381032324
SRR20242028,marine,4.719214879
SRR20241719,marine,4.452218159
SRR20242082,marine,4.439134809
SRR21430009,marine,4.357805741
SRR21430009,marine,4.357805741
SRR20241693,marine,4.069669366
SRR20241608,marine,3.956195738
SRR20241764,marine,3.764478764
SRR20241922,marine,3.762059564
SRR20241970,marine,3.440124942
SRR13153261,marine,3.341448354
SRR20242062,marine,3.211999751
SRR15530478,marine,3.209669582
SRR15530480,marine,3.173560582
SRR15530477,marine,3.102796144
SRR20241865,marine,3.097893432
SRR20241644,marine,3.049051571
SRR13153352,marine,2.890240516
SRR13153511,marine,2.638345272
SRR23604823,marine,2.537341008
SRR23604823,marine,2.537341008
SRR20241866,marine,2.398496612
SRR13153354,marine,2.198575067
SRR13153521,marine,2.186409354
SRR13153535,marine,2.146246764
SRR13153333,marine,2.118823919
SRR13153532,marine,2.089724214
SRR13153537,marine,2.032986716
SRR23604822,marine,1.822721349
SRR23604822,marine,1.822721349
SRR13153331,marine,1.755584316
SRR13816199,marine,1.723622
SRR13153344,marine,1.601731602
SRR14511832,marine,1.341881275
SRR17940155,marine,1.173490532
SRR13153550,marine,1.132867651
SRR13153296,marine,1.008504212
SRR21430006,marine,0.984199834
SRR21430006,marine,0.984199834
SRR16686516,marine,0.916609506
SRR23604821,marine,0.893062162
SRR23604821,marine,0.893062162
SRR13153355,marine,0.848214286
SRR17940156,marine,0.845987111
SRR13153498,marine,0.807067606
SRR14511887,marine,0.732153752
SRR13153462,marine,0.681706127
SRR13153467,marine,0.652561076
SRR14865843,marine,0.623750859
SRR21430010,marine,0.59176434
SRR21430010,marine,0.59176434
SRR13153443,marine,0.582843499
SRR14511922,marine,0.572860723
SRR13153441,marine,0.563868412
SRR13122192,marine,0.546601699
SRR13153449,marine,0.531653385
SRR13153316,marine,0.528905289
SRR13153334,marine,0.522197897
SRR13122123,marine,0.480815233
SRR13816176,marine,0.468079742
SRR13816155,marine,0.454870863
SRR21430008,marine,0.411472185
SRR21430008,marine,0.411472185
SRR13153466,marine,0.35961318
SRR21430007,marine,0.350794647
SRR21430007,marine,0.350794647
SRR14511923,marine,0.302555597
SRR13153453,marine,0.297371238
SRR14511928,marine,0.289827973
SRR24202172,marine,0.271310714
SRR24202172,marine,0.271310714
SRR23604820,marine,0.26897286
SRR23604820,marine,0.26897286
SRR13153376,marine,0.258055137
SRR14865845,marine,0.257588415
SRR13153460,marine,0.250977155
SRR17940154,marine,0.214688373
SRR14511926,marine,0.200567351
SRR14865844,marine,0.171430925
SRR16028405,marine,0.167225767
SRR19888802,marine,0.154911125
SRR13816154,marine,0.151174941
SRR14511913,marine,0.148374524
SRR16028411,marine,0.13241689
SRR14511875,marine,0.132306129
SRR14511836,marine,0.125499208
SRR14511835,marine,0.124366139
SRR14511838,marine,0.10742245
SRR14865841,marine,0.103096674
SRR13816153,marine,0.090864242
ERR4234199,marine,0.068390926
SRR13816157,marine,0.052712159
SRR13009789,marine,0.040634395
ERR4234200,marine,0.031844732
ERR4234198,marine,0.008862623
SRR5580901,hotspring,8.01340424
SRR24079451,hotspring,7.771223308
ERR1846295,hotspring,4.711313424
SRR24079426,hotspring,3.781549765
SRR3961739,hotspring,2.330955451
SRR5580903,hotspring,2.222120407
SRR5580900,hotspring,1.95383389
SRR10095351,hotspring,1.545226131
SRR5580868,hotspring,1.510081985
SRR10095343,hotspring,1.364696734
ERR1846294,hotspring,1.214872911
SRR7067823,hotspring,1.168944824
SRR24079453,hotspring,1.097867375
SRR24079455,hotspring,0.907194092
SRR5214705,hotspring,0.851233923
SRR14161892,hotspring,0.826377295
SRR24079477,hotspring,0.746727915
SRR24079447,hotspring,0.730898368
SRR24079450,hotspring,0.718298251
SRR24079432,hotspring,0.712199843
SRR24079458,hotspring,0.691457839
SRR24079428,hotspring,0.659834897
SRR24079438,hotspring,0.611333384
SRR24079441,hotspring,0.586222433
SRR5468568,hotspring,0.583222501
SRR5581334,hotspring,0.538011339
SRR7067822,hotspring,0.476281876
SRR3961733,hotspring,0.435190474
SRR24079425,hotspring,0.326907712
SRR10067287,hotspring,0.309725159
SRR7473442,hotspring,0.299149294
SRR5214154,hotspring,0.273469547
SRR24079436,hotspring,0.263508569
SRR15214113,hotspring,0.247157687
SRR7039830,hotspring,0.243580149
SRR4030105,hotspring,0.200611229
SRR5641139,hotspring,0.193259863
SRR9001935,hotspring,0.191593055
SRR24079433,hotspring,0.169333426
SRR7903765,hotspring,0.041029173
SRR5248876,hotspring,0.040970846
SRR23684485,freshwater,2.644865552
SRR23684448,freshwater,2.454949219
SRR23684539,freshwater,2.361998689
SRR23684460,freshwater,1.421734234
SRR22256703,freshwater,1.279017464
SRR21705855,freshwater,1.064667522
SRR23684543,freshwater,1.043459325
SRR23684480,freshwater,1.003130042
SRR23684541,freshwater,0.910498042
SRR23684532,freshwater,0.89418511
SRR23684499,freshwater,0.869708881
SRR21705886,freshwater,0.850027277
SRR23684466,freshwater,0.816620808
ERR10509557,freshwater,0.807123971
ERR10509556,freshwater,0.79802681
SRR23684459,freshwater,0.790984511
SRR21705889,freshwater,0.775397296
SRR23684454,freshwater,0.700007217
SRR23684441,freshwater,0.69844358
SRR23684451,freshwater,0.682171069
SRR23684515,freshwater,0.678387812
SRR23684491,freshwater,0.650331687
SRR23684497,freshwater,0.560882071
ERR10509555,freshwater,0.526180637
SRR23684457,freshwater,0.524252371
SRR22804967,freshwater,0.519295777
SRR22256700,freshwater,0.505677025
SRR23684538,freshwater,0.478087082
SRR23684564,freshwater,0.474625776
SRR21705880,freshwater,0.442967885
SRR21705864,freshwater,0.440367772
SRR21705884,freshwater,0.433563417
SRR22256704,freshwater,0.433333113
ERR10509554,freshwater,0.427809968
SRR23684537,freshwater,0.398369546
SRR23684443,freshwater,0.384008662
SRR22256702,freshwater,0.363494235
SRR23684550,freshwater,0.352450033
SRR23684516,freshwater,0.337202093
SRR23684544,freshwater,0.334485002
SRR23684453,freshwater,0.329290193
SRR23684554,freshwater,0.328697206
SRR23684553,freshwater,0.326575463
SRR23684500,freshwater,0.324902044
SRR21705863,freshwater,0.31884058
SRR10241523,freshwater,0.307539683
SRR23684426,freshwater,0.292852522
SRR23684565,freshwater,0.292465151
SRR23684545,freshwater,0.2901278
SRR23684492,freshwater,0.285660185
SRR23684556,freshwater,0.256805115
SRR23684501,freshwater,0.226347673
SRR23684528,freshwater,0.225050581
ERR10509552,freshwater,0.194409302
SRR23684527,freshwater,0.185403232
ERR10509553,freshwater,0.175099461
SRR22256691,freshwater,0.147438695
SRR22804965,freshwater,0.061571352
ERR10509559,freshwater,0.028502552
SRR6713627,compost,113.7652292
SRR6713626,compost,108.0666903
SRR17938981,compost,104.6774509
SRR6713625,compost,99.96211502
SRR24044310,compost,96.04268884
SRR24044311,compost,87.90596123
SRR24044312,compost,86.5745094
SRR13882924,compost,83.19835295
SRR9312622,compost,77.12997781
SRR9312623,compost,71.64860581
SRR21373923,compost,65.39924331
SRR2086436,compost,38.87893562
SRR6713628,compost,37.38292681
SRR24044294,compost,36.83454882
SRR21373922,compost,35.69679204
SRR24044317,compost,34.85548869
SRR17041395,compost,32.64778218
SRR24044318,compost,32.19805864
SRR24044332,compost,31.88158115
SRR6201975,compost,30.83246876
SRR17041394,compost,30.66692074
SRR24044315,compost,29.01000837
SRR24044316,compost,28.88810308
SRR5690554,compost,28.50784845
SRR24044297,compost,28.4128745
SRR5690606,compost,28.24391077
SRR24044326,compost,28.07330462
SRR17041392,compost,27.63748483
SRR24044327,compost,27.51263605
SRR24044331,compost,26.05660389
SRR24044293,compost,25.73071189
SRR2086437,compost,25.70603338
SRR24044292,compost,25.06175451
SRR24044314,compost,25.06170469
SRR8127592,compost,25.0213025
SRR17041391,compost,24.2939574
SRR24044296,compost,23.34271605
SRR14301308,compost,23.09722168
SRR24044328,compost,22.97444554
SRR6713630,compost,22.826782
SRR17191898,compost,22.22874402
SRR8127629,compost,22.12589606
SRR18469381,compost,21.70467836
SRR24044299,compost,21.63242357
SRR8127631,compost,20.93440594
SRR14301320,compost,20.9281619
SRR24044320,compost,20.81825018
SRR5626799,compost,20.61538462
SRR8127625,compost,20.41666667
SRR24044322,compost,20.05184312
SRR14301321,compost,19.75451268
SRR11128412,compost,19.35790851
SRR14301304,compost,19.34105943
SRR13115019,compost,19.31633295
ERR2234938,compost,19.02660339
SRR16798010,compost,18.00816841
SRR16798008,compost,17.79133939
SRR24044295,compost,17.71439504
SRR9312615,compost,17.69068337
SRR24044313,compost,17.63720007
SRR17191903,compost,17.26892505
SRR24044319,compost,16.81032427
SRR21203432,compost,16.7487399
SRR16797999,compost,16.64880997
SRR14301316,compost,16.54093877
SRR9312614,compost,16.11492907
SRR24044308,compost,15.7430882
SRR8127627,compost,15.68093385
SRR21373924,compost,15.64039568
SRR17191902,compost,15.16554771
SRR13001972,compost,14.53613918
SRR8127622,compost,14.05776409
SRR8127610,compost,13.95503953
SRR13882926,compost,13.86652702
SRR24044306,compost,13.85923838
SRR6958990,compost,13.66475746
SRR8127640,compost,13.02291422
SRR16797978,compost,13.02241274
SRR16798009,compost,12.99540189
SRR8127599,compost,12.95230263
SRR13882927,compost,12.77591141
SRR8127641,compost,12.71088856
SRR8127638,compost,12.68847515
SRR17041388,compost,12.49900901
SRR16797977,compost,12.42448727
SRR8127621,compost,12.37620235
SRR8127615,compost,12.34302326
SRR16797980,compost,12.34237443
SRR9312618,compost,12.23413529
SRR21373925,compost,12.15666695
SRR8127644,compost,12.09045584
SRR17938974,compost,12.01551809
SRR24044321,compost,11.46045667
SRR16797979,compost,11.35297397
SRR5626787,compost,11.2987013
SRR24044325,compost,11.29554922
SRR9312619,compost,11.26262626
SRR24044307,compost,11.21833975
SRR17938982,compost,11.01578776
SRR16797976,compost,10.98109956
SRR24044298,compost,10.94978923
SRR8127611,compost,10.81521739
SRR8127636,compost,10.47650819
SRR8127645,compost,10.32466838
SRR17191907,compost,10.31072038
SRR17041390,compost,10.30330051
SRR5626800,compost,10.05747126
SRR8127606,compost,10
SRR8127600,compost,9.943181818
SRR8127588,compost,9.551451187
SRR24044324,compost,9.335857506
SRR7976140,compost,9.293691279
SRR24044329,compost,9.029603249
SRR17191899,compost,9.015390139
SRR24044323,compost,8.860761334
SRR14301319,compost,8.694760701
SRR6713629,compost,8.578060898
SRR8127628,compost,8.514309764
ERR2234939,compost,8.503798948
SRR8127634,compost,8.495662118
SRR14301300,compost,8.475986928
SRR13882925,compost,8.412597759
SRR8127594,compost,8.322671376
SRR8127637,compost,8.044950739
SRR8127626,compost,7.801616915
SRR8127590,compost,7.749660326
SRR24044300,compost,7.694679395
SRR8127624,compost,7.692307692
SRR9312625,compost,7.688528642
SRR9312631,compost,7.670215555
SRR8127608,compost,7.547468354
SRR8127595,compost,7.011627907
SRR17938976,compost,6.97568628
SRR24044305,compost,6.970677703
SRR17191900,compost,6.558496061
SRR8127620,compost,6.444642857
SRR24044303,compost,6.425163119
SRR24044301,compost,6.397308509
SRR9312627,compost,6.386554622
SRR17041389,compost,6.343964812
SRR24044302,compost,6.235604737
SRR8127618,compost,6.099793369
SRR8127601,compost,6.085481604
SRR6958989,compost,5.886746334
SRR24044304,compost,5.880305703
SRR8127607,compost,5.864846119
SRR17191906,compost,5.8463536
SRR8127605,compost,5.841861598
SRR9312624,compost,5.825867384
SRR8127639,compost,5.515013966
SRR8127619,compost,5.514162562
SRR17938971,compost,5.452810549
SRR8127613,compost,5.081300813
SRR8127616,compost,5.073872473
SRR5688572,compost,4.940294264
SRR9312626,compost,4.860864417
SRR8127635,compost,4.807692308
SRR8127612,compost,4.70505618
SRR17938972,compost,4.655674014
SRR8127617,compost,4.654696133
SRR8127597,compost,4.652777778
SRR9312617,compost,4.588877399
SRR9312630,compost,4.465103561
SRR24044330,compost,4.376779827
SRR17938975,compost,4.344722097
SRR24044309,compost,4.332257264
SRR9312616,compost,4.301451441
SRR17191905,compost,4.080203661
SRR24044291,compost,3.930849874
SRR17191904,compost,3.773447358
SRR17191901,compost,3.74838891
SRR9312629,compost,3.700060533
SRR17938979,compost,3.68473468
SRR8127604,compost,3.644328035
SRR17938973,compost,3.619827735
SRR17938970,compost,3.617961404
SRR10586134,compost,3.429504627
SRR17938969,compost,3.406105446
SRR17938977,compost,3.396749594
SRR7976138,compost,3.36670141
SRR9312628,compost,3.3421828
SRR17041387,compost,3.249183778
SRR8127623,compost,3.243140478
SRR6713632,compost,3.148156711
SRR8127630,compost,3.128930818
SRR16797981,compost,3.118765591
SRR9312633,compost,3.085191485
SRR7778156,compost,3.084688726
SRR8127598,compost,3.031496063
SRR9312634,compost,2.977347851
SRR17938978,compost,2.961801133
SRR7778151,compost,2.874930798
SRR10586133,compost,2.74128627
SRR6713633,compost,2.720085687
SRR9312612,compost,2.593679612
SRR17938967,compost,2.532764407
SRR8127642,compost,2.404643449
SRR8127593,compost,2.398325359
SRR8127633,compost,2.376644737
SRR6713631,compost,2.374064789
SRR8127591,compost,2.352150538
SRR10586132,compost,2.341954023
SRR21373926,compost,2.337727832
SRR13115018,compost,2.126307572
SRR17938968,compost,2.075012149
SRR7778149,compost,1.990852724
SRR6713634,compost,1.954139225
SRR7778157,compost,1.722943723
SRR9312610,compost,1.641558038
SRR17938980,compost,1.382799325
SRR9312635,compost,1.261893515
SRR9312632,compost,0.947619048
SRR6713635,compost,0.932286393
SRR6713636,compost,0.928139532
SRR10586137,compost,0.813223938
SRR6958719,compost,0.658984787
SRR7976143,compost,0.646063674
SRR7778161,compost,0.601920125
SRR6958720,compost,0.584844415
SRR7976233,compost,0.559163059
SRR7778153,compost,0.54044752
SRR6958908,compost,0.348237916
SRR7976231,compost,0.333333333
SRR7778155,compost,0.288069184
SRR6958704,compost,0.267625739
SRR7976142,compost,0.236287953
SRR7976146,compost,0.203660062
SRR6826357,compost,0.160297105
ERR5766670,bog,1.368565126
ERR5766672,bog,1.225549542
ERR5766671,bog,1.051469197
ERR5757773,bog,0.975609756
ERR5762228,bog,0.958686441
ERR5766673,bog,0.708751541
ERR9963794,bog,0.651474531
ERR5766914,bog,0.614334471
SRR1157609,bog,0.373111984
ERR5750978,bog,0.355173876
ERR5766674,bog,0.319742793
ERR9963795,bog,0.25319629
SRR5271169,bog,0.212300212
ERR5766676,bog,0.184970489
